2025-11-21 21:09:26.342 | INFO     | day23.HAT.keywords.api_keywords:<module>:18 - 开始发请求
2025-11-21 21:09:26.482 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：请求参数-----
2025-11-21 21:09:26.482 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 请求参数:{'操作类型': '发送请求POST', '请求地址': 'http://shop-xo.hctestedu.com/index.php', 'URL参数': {'s': '/api/user/login', 'application': 'app', 'application_client_type': 'weixin'}, '请求数据': {'accounts': 'youyi', 'pwd': '123456', 'type': 'username'}}
2025-11-21 21:09:26.483 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：请求参数-----
2025-11-21 21:09:26.944 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：响应数据-----
2025-11-21 21:09:26.944 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 响应数据:{'msg': '登录成功', 'code': 0, 'data': {'id': '2', 'username': 'youyi', 'nickname': '', 'mobile': '', 'email': '', 'avatar': 'http://shop-xo.hctestedu.com/static/upload/images/user_avatar/compr/2025/07/05/202507051618191471059059.jpg', 'alipay_openid': '', 'weixin_openid': '', 'weixin_unionid': '', 'weixin_web_openid': '', 'baidu_openid': '', 'toutiao_openid': '', 'qq_openid': '', 'qq_unionid': '', 'integral': '0', 'locking_integral': '0', 'referrer': '0', 'add_time': '1750923161', 'add_time_text': '2025-06-26 15:32:41', 'mobile_security': '', 'email_security': '', 'user_name_view': 'youyi', 'is_mandatory_bind_mobile': 0, 'token': 'f89dd26acb4c21b76f1b954f8bd55b8f'}}
2025-11-21 21:09:26.944 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：响应数据-----
2025-11-21 21:09:26.948 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：提取数据JSON-----
2025-11-21 21:09:26.948 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 提取数据JSON:{'操作类型': '提取数据JSON', '表达式': '$..msg', '变量名': 'msg_data'}
2025-11-21 21:09:26.948 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：提取数据JSON-----
2025-11-21 21:09:26.949 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：全局变量-----
2025-11-21 21:09:26.949 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 全局变量:{'URL': 'http://shop-xo.hctestedu.com', '_数据库': {'mysql001': {'host': 'shop-xo.hctestedu.com', 'port': 3306, 'user': 'api_test', 'password': 'Aa9999!', 'db': 'shopxo_hctested'}, '电商数据库': {'host': 'shop-xo.hctestedu.com', 'port': 3306, 'user': 'api_test', 'password': 'Aa9999!', 'db': 'shopxo_hctested'}}, 'key_dir': './HAT/key_dir', 'session_reuse': True, '响应结果': <Response [200]>, 'msg_data': '登录成功'}
2025-11-21 21:09:26.949 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：全局变量-----
2025-11-21 21:09:26.952 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：断言文本相等-----
2025-11-21 21:09:26.952 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 断言文本相等:{'操作类型': '断言文本相等', '期望结果': '登录成功', '实际结果': '登录成功'}
2025-11-21 21:09:26.952 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：断言文本相等-----
2025-11-21 21:09:26.952 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：断言文本-----
2025-11-21 21:09:26.952 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 断言文本:{'操作类型': '断言文本相等', '期望结果': '登录成功', '实际结果': '登录成功', '比较符': '=='}
2025-11-21 21:09:26.952 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：断言文本-----
2025-11-21 21:09:26.962 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：请求参数-----
2025-11-21 21:09:26.962 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 请求参数:{'操作类型': '发送请求POST', '请求地址': 'http://shop-xo.hctestedu.com/index.php', 'URL参数': {'s': '/api/user/login', 'application': 'app', 'application_client_type': 'weixin'}, '请求数据': {'accounts': 'yousan', 'pwd': '123456', 'type': 'username'}}
2025-11-21 21:09:26.962 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：请求参数-----
2025-11-21 21:09:27.393 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：响应数据-----
2025-11-21 21:09:27.393 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 响应数据:{'msg': '登录帐号不存在', 'code': -3, 'data': ''}
2025-11-21 21:09:27.393 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：响应数据-----
2025-11-21 21:09:27.398 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：提取数据JSON-----
2025-11-21 21:09:27.398 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 提取数据JSON:{'操作类型': '提取数据JSON', '表达式': '$..msg', '变量名': 'msg_data'}
2025-11-21 21:09:27.398 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：提取数据JSON-----
2025-11-21 21:09:27.398 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：全局变量-----
2025-11-21 21:09:27.398 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 全局变量:{'URL': 'http://shop-xo.hctestedu.com', '_数据库': {'mysql001': {'host': 'shop-xo.hctestedu.com', 'port': 3306, 'user': 'api_test', 'password': 'Aa9999!', 'db': 'shopxo_hctested'}, '电商数据库': {'host': 'shop-xo.hctestedu.com', 'port': 3306, 'user': 'api_test', 'password': 'Aa9999!', 'db': 'shopxo_hctested'}}, 'key_dir': './HAT/key_dir', 'session_reuse': True, '响应结果': <Response [200]>, 'msg_data': '登录帐号不存在'}
2025-11-21 21:09:27.398 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：全局变量-----
2025-11-21 21:09:27.402 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：断言文本相等-----
2025-11-21 21:09:27.402 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 断言文本相等:{'操作类型': '断言文本相等', '期望结果': '登录帐号不存在', '实际结果': '登录帐号不存在'}
2025-11-21 21:09:27.402 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：断言文本相等-----
2025-11-21 21:09:27.402 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：断言文本-----
2025-11-21 21:09:27.402 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 断言文本:{'操作类型': '断言文本相等', '期望结果': '登录帐号不存在', '实际结果': '登录帐号不存在', '比较符': '=='}
2025-11-21 21:09:27.402 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：断言文本-----
2025-11-21 21:09:27.417 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：请求参数-----
2025-11-21 21:09:27.417 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 请求参数:{'操作类型': '发送请求POST', '请求地址': 'http://shop-xo.hctestedu.com/index.php', 'URL参数': {'s': '/api/user/login', 'application': 'app', 'application_client_type': 'weixin'}, '请求数据': {'accounts': 'yousan', 'pwd': '1234564', 'type': 'username'}}
2025-11-21 21:09:27.417 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：请求参数-----
2025-11-21 21:09:27.833 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：响应数据-----
2025-11-21 21:09:27.833 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 响应数据:{'msg': '登录帐号不存在', 'code': -3, 'data': ''}
2025-11-21 21:09:27.833 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：响应数据-----
2025-11-21 21:09:27.836 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：提取数据JSON-----
2025-11-21 21:09:27.836 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 提取数据JSON:{'操作类型': '提取数据JSON', '表达式': '$..msg', '变量名': 'msg_data'}
2025-11-21 21:09:27.836 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：提取数据JSON-----
2025-11-21 21:09:27.836 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:291 - -------Log：全局变量-----
2025-11-21 21:09:27.836 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:292 - 全局变量:{'URL': 'http://shop-xo.hctestedu.com', '_数据库': {'mysql001': {'host': 'shop-xo.hctestedu.com', 'port': 3306, 'user': 'api_test', 'password': 'Aa9999!', 'db': 'shopxo_hctested'}, '电商数据库': {'host': 'shop-xo.hctestedu.com', 'port': 3306, 'user': 'api_test', 'password': 'Aa9999!', 'db': 'shopxo_hctested'}}, 'key_dir': './HAT/key_dir', 'session_reuse': True, '响应结果': <Response [200]>, 'msg_data': '登录帐号不存在'}
2025-11-21 21:09:27.836 | DEBUG    | day23.HAT.keywords.api_keywords:show_log:293 - -------END Log：全局变量-----
